issn_impreso,issn_linea,nombre_revista,anio_vigencia,categoria
2027-5137,,Historia Y Memoria,2020,C
0123-7810,,Revista Odontos Odontologia Integral,2014,C
0122-6517,2382-4700,Inge-Cuc,2021,C
0122-4409,,Papel Político,2021,C
0124-4108,,Perspectivas En Nutrición Humana,2016,A2
2011-0324,,Cs,2013,B
0123-7799,,Tecno Lógicas,2020,C
0120-2448,2248-6054,Acta Médica Colombiana,2021,C
1794-6638,,Ratio Juris,2011,C
2011-513X,,Revista Ciencia Animal,2016,C
1794-2470,,Nova: Publicación Científica En Ciencias Médicas,2020,B
0121-5701,,Avances En Recursos Hidráulicos,2008,C
0123-8418,,Territorios,2018,B
1692-2530,,Opinión Jurídica,2019,C
1909-5775,,"I+T+C Investigación, Tecnología Y Ciencia",2012,C
1909-5759,,Revista Via Iuris,2014,C
1657-3986,,Desde El Jardín De Freud,2015,C
2011-7582,,Revista Colombiana De Cirugía,2019,C
2011-2106,,Revista De Economía Del Caribe,2014,A2
0121-4004,2145-2660,Vitae,2021,C
0123-1294,2027-5358,Educación Y Educadores,2021,B
1909-3063,1909-7743,"Revista De Relaciones Internacionales, Estrategia Y Seguridad",2021,C
0120-4157,,Biomédica,2005,A2
1657-3498,,Revista Institucional De La Universidad Tecnológica Del Chocó,2007,C
0122-0667,,Revista Medica De Risaralda,2007,C
0123-921X,,Tecnura,2005,C
1657-7027,,Revista Gerencia Y Políticas De Salud,2010,A2
0120-4688,,Praxis Filosófica,2010,A2
0121-750X,,Ingeniería,2006,C
,,Colombia Médica,2010,A1
0123-1294,,Educación Y Educadores,2006,C
0123-4870,,Folios,2005,C
0120-0275,,Revista Del Centro Nacional De Investigaciones De Café - Cenicafé,2006,C
0120-3592,,Cuadernos De Administración,2009,A2
0120-3592,,Cuadernos De Administración,2011,A2
0370-3908,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2007,B
0120-159X,,Revista Colombiana De Sociología,2006,C
0120-3592,,Cuadernos De Administración,2013,A2
0122-9761,,Boletín De Investigaciones Marinas Y Costeras,2006,A2
0121-0793,,Iatreia,2010,A2
0124-0579,,Estudios Socio-Jurídicos,2005,C
0122-7238,,Revista Historia De La Educación Latinoamericana,2007,C
0121-5701,,Avances En Recursos Hidráulicos,2005,C
0123-885X,,Revista De Estudios Sociales,2015,A1
0121-3628,,Estudios De Filosofía,2004,C
0123-9392,,Infectio,2008,A2
0120-6230,,Revista Facultad De Ingeniería,2015,A1
0124-0579,,Estudios Socio-Jurídicos,2006,C
0124-0137,,Revista Psicogente,2009,C
0121-3709,,Orinoquia,2010,B
0120-2804,,Revista Colombiana De Química,2007,A2
0123-4870,,Folios,2009,A2
0120-2804,,Revista Colombiana De Química,2009,A2
0120-3053,,Apuntes Del Cenes,2011,B
0120-0976,,Revista Interamericana De Bibliotecología,2014,A2
1794-6190,,Earth Sciences Research Journal,2010,A1
0124-8146,,Investigaciones Andina,2010,A2
0120-4823,,Signo Y Pensamiento,2007,B
0123-9392,,Infectio,2006,B
0121-3423,,Boletín Científico Cccp,2005,C
0123-7810,,Revista Odontos Odontologia Integral,2013,C
0120-8705,,Revista Ces Medicina,2015,A2
0121-7577,,Hacia La Promoción De La Salud,2012,A2
0120-6788,,Matemáticas: Enseñanza Universitaria,2005,B
0120-0739,,Colombia Forestal,2011,A2
0123-3122,,Persona Y Bioética,2010,C
0123-4471,,Revista Del Departamento De Antropología Y Sociología Facultad De Ciencias Jurídicas Y Sociales,2008,C
1794-2489,,Tabula Rasa,2006,C
0120-5609,,Ingeniería E Investigación,2013,A1
0122-4409,,Papel Político,2008,B
0121-5256,,Revista Med,2009,A2
1692-7257,,Revista Colombiana De Tecnologías De Avanzada,2007,C
1692-3561,,Biotecnología En El Sector Agropecuario Y Agroindustrial,2007,C
0121-5612,,Colombia Internacional,2013,A2
0121-5469,,Revista Colombiana De Psicología,2009,C
0120-2596,,Lecturas De Economía,2012,A2
1657-4702,,Revista Latinoamericana De Bioetica/Latinamerican Journal Of Bioethics,2012,A2
2323-0118,,Acta Agronomica,2014,C
0121-4772,,Revista Cuadernos De Economía,2006,A2
1692-5106,,Revista Ustasalud Odontología,2009,C
0121-4705,,Análisis Político,2012,A2
2011-7574,,Investigación & Desarrollo,2011,A2
1657-2815,,Libre Empresa,2012,C
0124-7492,,Ingenium,2013,C
0124-2059,,Investigación En Enfermería :Imagen Y Desarrollo,2009,C
0124-793X,,Revista De Investigaciones Unad,2010,C
1794-2918,,Jurídicas,2009,C
0120-3045,,Maguaré,2012,B
1909-0455,,Producción + Limpia,2014,A2
1692-8571,,Justicia Juris,2014,B
2027-1174,,Magis - Revista Internacional De Investigación En Educación,2012,B
1657-6527,,"Fuentes, El Reventón Energético",2010,C
1657-3978,,Criterio Jurídico,2009,C
0121-2095,,Revista Colombiana De Radiología,2014,C
0120-8705,,Revista Ces Medicina,2012,B
1900-2386,,Psychologia. Avances De La Disciplina,2010,C
0120-789X,,Revista Urologia Colombiana,2014,B
1692-3375,,Umbral Científico,2010,C
1692-5858,,Encuentros,2012,B
0562-5351,,Suelos Ecuatoriales,2008,B
1692-5491,,Momentos De Ciencia,2011,C
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2011,C
0120-5323,,Universitas Philosophica,2010,A2
0121-1935,,Revista De Ciencias,2011,B
1692-5491,,Momentos De Ciencia,2013,C
1900-5016,,Cuadernos Latinoamericanos De Administración,2012,C
1794-7928,,Spei Domus,2009,C
0486-6525,,Revista Colombiana De Antropología,2015,A2
1657-107X,,Revista Interamericana De Investigación Educación Y Pedagogía,2011,C
0123-1022,,Folios,2011,C
2216-0647,,Traza,2012,C
2145-6569,,Revista De Psicologia Gepu,2014,B
2215-8405,,Teuken Bidikay,2011,C
1692-6250,,Grafía. Cuaderno De Trabajo De Los Profesores De La Facultad De Ciencias Humanas Universidad Autónoma De Colombia,2011,C
1692-8415,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2013,C
2145-5996,,Revista Lebret,2011,C
0122-6150,,Revista Cientifica De Unincca,2011,C
0123-2479,,Revista Del Instituto Colombiano De Derecho Procesal,2013,C
2248-6046,,Finanzas Y Política Económica,2011,B
2011-2173,,Revista Colombiana De Ciencias Hortícolas,2013,A2
2011-9836,,In Vestigium Ire,2013,C
0120-3932,,Economicas Cuc,2013,B
2027-0658,,Derrotero,2011,C
1794-192X,,Revista Guillermo De Ockman,2014,C
1900-3102,,Ingenieria Solidaria,2013,C
1692-2522,,Anagramas : Rumbos Y Sentidos De La Comunicación,2013,A2
0120-3886,,Revista Facultad De Derecho Y Ciencias Políticas,2013,C
1794-8932,,Sophia,2014,A2
2215-9185,,Ces Odontología,2015,C
2145-7719,,Revista Ces Derecho,2015,C
0121-0319,,Médicas Uis,2017,C
0124-8170,,Ciencia E Ingeniería Neogranadina,2017,B
1657-6535,,Precedente,2014,C
2027-307X,,Revista Juridica Ideas De Ideas,2014,C
1794-7154,,"Saber, Ciencia Y Libertad",2018,B
1909-0455,,Producción + Limpia,2018,C
2011-7485,,Psicología Desde El Caribe,2018,B
2027-1174,,Magis - Revista Internacional De Investigación En Educación,2018,C
0124-7816,,Katharsis,2016,B
1900-2785,,Iconofacto,2016,C
0120-5323,,Universitas Philosophica,2020,C
0124-4361,,Memorias,2014,C
,2145-9444,Zona Proxima,2021,B
0121-3628,,Estudios De Filosofía,2016,A2
0124-7255,,Dixi,2011,C
0120-4823,,Signo Y Pensamiento,2018,B
0120-8462,,Cuadernos De Filosofía Latinoamericana,2016,C
0120-4807,,Universitas Humanística,2022,B
1657-0111,,Palobra Palabra Que Obra,2011,C
1909-7891,,Vector,2010,C
1657-4672,,Plumilla Educativa,2010,C
0121-0319,,Médicas Uis,2019,C
1657-8651,,"Revista Opera - Observatorio De Políticas, Ejecución Y Resultados De La Administración Pública",2016,B
1794-9815,,Códices,2014,C
0124-2121,,Educacion Y Humanismo,2015,C
1794-2470,,Nova: Publicación Científica En Ciencias Médicas,2016,A2
0120-419X,,Revista Integración,2016,A2
0120-4661,,Historia Y Espacio,2016,B
1794-5658,,Amauta,2015,C
1794-8932,,Sophia,2016,A2
1692-8415,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2016,C
1657-9553,,Revista Facultad De Ciencias Contables Económicas Y Administrativas Faccea,2015,C
1657-4915,,Praxis,2020,C
0041-9095,,Universitas Médica,2014,B
1794-6190,,Earth Sciences Research Journal,2012,A1
0120-1363,,Revista Escritos,2009,C
1692-7311,,Equidad & Desarrollo,2016,C
1794-9165,,Ingeniería Y Ciencia,2016,A2
0120-1700,,Actualidades Pedagógicas,2011,C
,,Eidos,2020,B
0120-5609,,Ingeniería E Investigación,2020,B
1794-5658,,Amauta,2014,C
1909-3888,,Nodo,2016,B
,,Colombia Médica,2020,B
1794-9831,2322-7028,Ciencia Y Cuidado,2021,C
0121-5256,,Revista Med,2015,A2
2215-8421,,Voces Y Silencios,2016,C
0122-8706,2500-5308,Revista Corpoica,2021,B
1657-9526,,Entreartes,2006,C
0124-7913,,Bitácora Urbano Territorial,2017,C
0124-6542,,Modulo Arquitectura- Cuc,2011,C
1900-0332,,Ugciencia,2015,C
1794-8886,,Memorias,2017,C
2339-3084,,Contexto,2016,C
0124-7255,,Dixi,2014,C
0123-0999,,Pensamiento Y Cultura,2007,C
0034-7450,,Revista Colombiana De Psiquiatría,2009,A1
0121-5469,,Revista Colombiana De Psicología,2016,A1
0121-4500,,Avances De Enfermería,2019,B
0123-1472,,Cuadernos De Contabilidad,2019,B
0120-677X,,Educación Física Y Deporte,2015,B
0120-8160,,Revista Escuela De Administración De Negocios,2015,B
0072-0992,,Geología Colombiana,2013,B
2145-6054,2256-2796,Revista Jurídica Mario Alario D´ Filippo,2022,C
1657-4214,,Perfil De Coyuntura Economica,2016,A2
0120-2952,,Revista De La Facultad De Medicina Veterinaria Y De Zootecnia,2015,A2
0120-1700,2389-8755,Actualidades Pedagógicas,2021,C
1909-7050,,Ciencia Y Poder Aéreo,2015,C
0121-5051,,"Innovar, Revista De Ciencias Administrativas Y Sociales",2016,A1
1657-3986,,Desde El Jardín De Freud,2012,C
0122-1108,,Pensamiento Jurídico,2016,C
1900-0642,,Criterio Libre,2017,B
2011-9836,,In Vestigium Ire,2015,C
0121-3628,,Estudios De Filosofía,2017,C
1900-6896,,Revista Colombiana De Bioética,2019,B
1909-941X,,Clio América,2018,C
0123-1294,,Educación Y Educadores,2019,B
1657-6527,,"Fuentes, El Reventón Energético",2016,B
0123-5931,,"Literatura: Teoria, Historia, Critica",2015,A2
0122-8285,2027-534X,Palabra Clave,2021,A2
0120-0976,2538-9866,Revista Interamericana De Bibliotecología,2021,B
0122-2066,2145-8499,Anuario De Historia Regional Y De Las Fronteras,2021,C
,,Colombia Médica,2004,A2
0123-2126,,Ingeniería Y Universidad,2007,C
1657-7027,,Revista Gerencia Y Políticas De Salud,2013,A2
0120-6230,,Revista Facultad De Ingeniería,2013,A1
1657-9267,,Universitas Psychologica,2007,A1
0122-0268,,Revista Mvz Córdoba,2006,B
0120-8160,,Revista Escuela De Administración De Negocios,2005,C
0120-5307,,Investigación Y Educación En Enfermería,2009,A2
0366-5232,,Caldasia,2012,A1
0120-0011,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2008,A2
1657-8236,,Gerencia Tecnológica Informática - Gti,2011,B
1692-7257,,Revista Colombiana De Tecnologías De Avanzada,2004,C
0120-5633,,Revista Colombiana De Cardiología,2009,A2
0124-4108,,Perspectivas En Nutrición Humana,2012,A2
0120-2952,,Revista De La Facultad De Medicina Veterinaria Y De Zootecnia,2005,C
0370-3908,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2013,A2
0304-2847,,Revista Facultad Nacional De Agronomía - Medellín,2005,B
0121-4381,,Suma Psicológica,2011,A2
,,Colombia Médica,2012,A1
0123-885X,,Revista De Estudios Sociales,2014,A1
0120-0135,,Revista De Ciencias Agricolas,2011,C
0121-5167,,Estudios Políticos,2013,A2
1657-4249,,Uni-Pluriversidad,2009,C
0124-7107,,Universidad Y Salud,2005,C
0122-9729,,Tendencias & Retos,2010,C
0120-3649,,Theologica Xaveriana,2008,C
0123-9392,,Infectio,2007,B
0120-2596,,Lecturas De Economía,2010,A2
0124-0781,,Reflexión Política,2013,B
0121-4004,,Vitae,2008,A1
0121-4004,,Vitae,2014,A1
0122-9354,,Revista De Medicina Veterinaria,2006,C
0122-9354,,Revista De Medicina Veterinaria,2005,C
1692-3960,,Revista@E-Mercatoria,2013,C
0122-4328,,Nodos Y Nudos,2008,B
0124-8146,,Investigaciones Andina,2006,C
0120-0380,,Boletín De Matemáticas,2010,B
0121-2923,,Palmas,2013,C
0120-6346,,Semestre Económico,2010,A2
0120-1700,,Actualidades Pedagógicas,2014,C
0120-3053,,Apuntes Del Cenes,2008,C
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2007,C
0121-5256,,Revista Med,2007,B
0123-7047,,Medunab,2007,C
0120-3053,,Apuntes Del Cenes,2013,B
0121-0777,,El Hombre Y La Máquina,2014,C
0120-3592,,Cuadernos De Administración,2014,A2
1657-320X,,Archivos De Medicina,2011,B
0120-971X,,Ces Odontología,2009,C
0121-6805,,Revista Facultad De Ciencias Económicas : Investigación Y Reflexión,2010,B
1657-8031,,El Ágora Usb,2015,A2
1794-192X,,Revista Guillermo De Ockman,2010,C
0123-3475,,Revista Colombiana De Biotecnología,2008,C
2011-639X,,Revista De Investigación,2012,C
1909-2474,,Revista Luna Azul,2009,B
1794-2918,,Jurídicas,2010,C
0120-3053,,Apuntes Del Cenes,2015,A2
0121-8417,,Revista Historia Y Sociedad,2013,B
0121-5612,,Colombia Internacional,2009,A2
2011-513X,,Revista Ciencia Animal,2011,C
0121-2494,,Pedagogía Y Saberes,2011,B
0120-0690,,Revista Colombiana De Ciencias Pecuarias,2009,A1
0122-5197,,Memoria Y Sociedad,2007,C
0121-4772,,Revista Cuadernos De Economía,2007,A2
0124-3691,,Revista Gastrohnup,2012,C
1900-0448,,Iusta,2009,C
1692-2530,,Opinión Jurídica,2009,B
1900-3080,,Revista Nacional De Odontología,2014,C
2011-3188,,Dearquitectura,2010,C
0120-5927,,How,2014,B
1657-2513,,Revista Areté,2012,C
0120-8454,,Análisis,2008,C
1794-5887,,Co-Herencia,2007,C
1909-9762,,Revista Ingeniería Biomédica,2014,B
1900-8325,,Estudios En Seguridad Y Defensa,2012,C
0123-2614,,Nova Et Vetera,2011,C
1692-2522,,Anagramas : Rumbos Y Sentidos De La Comunicación,2012,A2
0120-8462,,Cuadernos De Filosofía Latinoamericana,2011,C
2215-910X,,Suma De Negocios,2011,C
2027-8306,,"Revista De Investigacion, Desarrollo E Innovacion",2011,C
1657-1959,,La Propiedad Inmaterial,2013,B
2145-1362,,R.F.S. Revista Facultad De Salud Universidad Surcolombiana,2011,C
2145-4426,,"Trilogía. Ciencia, Tecnologia Y Sociedad",2014,C
1794-161X,,Revista Intropica,2011,C
1692-6250,,Grafía. Cuaderno De Trabajo De Los Profesores De La Facultad De Ciencias Humanas Universidad Autónoma De Colombia,2012,C
1692-2530,,Opinión Jurídica,2013,A2
1909-2458,,Ingeniare,2014,C
2145-9282,,Ingenio Magno,2013,C
2011-804X,,"(Pensamiento), (Palabra) Y Obra",2013,B
0370-3908,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2012,A2
1909-7786,,"Revista De Derecho, Comunicaciones Y Nuevas Tecnologias",2014,B
2145-2776,,Psicoespacios,2013,C
0124-7255,,Dixi,2013,C
2011-5733,,Revista Criterios,2012,C
2145-9932,,Revista Ces Salud Publica,2016,C
0120-2812,,Acta Agronómica,2016,A2
0121-215X,,Cuadernos De Geografía,2017,B
1909-9843,,Iter Ad Veritatem,2014,C
0120-6230,,Revista Facultad De Ingeniería,2017,B
1657-5997,,Aquichan,2017,C
2346-1780,,Perseitas,2015,C
0124-0064,,Revista De Salud Pública,2015,A1
0123-3769,,Perspectiva Geográfica,2018,C
2811-3854,,Soluciones De Postgrados Eia,2013,C
2145-2776,,Psicoespacios,2016,C
0121-6805,,Revista Facultad De Ciencias Económicas : Investigación Y Reflexión,2020,B
2011-7574,,Investigación & Desarrollo,2016,A2
2344-8636,,Ciencia e Innovación en Salud,2019,B
1657-9763,,Apuntes,2014,A2
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2018,C
1900-0642,,Criterio Libre,2016,B
0122-0268,,Revista Mvz Córdoba,2020,B
1794-8614,,El Artista / The Artist,2010,C
0120-4211,,Bistua : Revista  De La Facultad De Ciencias Básicas,2017,C
1909-9051,,Puente Revista Cientifica Universidad Pontificia Bolivariana Seccional Bucaramanga,2010,C
0121-0777,,El Hombre Y La Máquina,2015,C
2248-6046,,Finanzas Y Política Económica,2015,A2
0304-2847,,Revista Facultad Nacional De Agronomía - Medellín,2012,A2
0123-1294,,Educación Y Educadores,2016,A2
1794-631X,,Revista De Investigaciones,2016,C
0124-177X,,Gestión Y Ambiente,2019,C
0123-4641,,Colombian Applied Linguistics Journal,2020,B
2145-3985,,Contextos,2016,C
2216-1201,,Revista Colombiana De Ciencias Sociales,2019,B
2145-6097,,Revista De Investigacion Agraria Ambiental,2016,B
2215-8812,,Textos Y Sentidos,2015,C
1794-600X,,Mision Juridica,2016,C
0124-0021,,Diálogos De Saberes,2012,C
0121-7372,,Repertorio De Medicina Y Cirugía,2012,C
1692-715X,,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",2019,B
0123-2576,,Medicina & Laboratorio,2015,B
0122-8285,2027-534X,Palabra Clave,2022,A2
0123-2614,,Nova Et Vetera,2012,C
0124-6542,2389-7732,Modulo Arquitectura- Cuc,2022,B
1657-6535,,Precedente,2015,C
1900-0642,2323-0886,Criterio Libre,2022,C
1909-0528,,Via Inveniendi Et Iudicandi Revista Virtual,2019,C
2011-2173,,Revista Colombiana De Ciencias Hortícolas,2017,B
0124-0099,,Dictamen Libre,2019,C
2145-3535,,Informes Psicológicos,2020,C
1794-4953,,Revista Avancesinvestigacion En Ingenieria,2016,C
2216-0159,,Praxis & Saber,2019,C
1692-5858,,Encuentros,2019,B
0120-095X,,Revista Uis Humanidades,2013,C
0124-4108,,Perspectivas En Nutrición Humana,2015,A2
1900-0448,,Iusta,2013,C
2027-2448,,Revista Pensamiento Americano,2016,C
1900-4699,2500-5316,Revista Facultad De Ciencias Básicas,2022,C
1794-8290,,Cuadernos De Literatura Del Caribe E Hispanoamérica,2015,A2
0120-8160,2590-521X,Revista Escuela De Administración De Negocios,2022,B
0120-0453,,Revista Sociedad Colombiana De Oftalmología,2012,C
0120-7180,,Cooperativismo & Desarrollo,2010,C
1012-8255,,ACADEMIA. REVISTA LATINOAMERICANA DE ADMINISTRACIÓN,2021,C
1692-1879,,Revista Colombiana De Rehabilitacion,2015,B
2216-0647,,Traza,2016,C
0120-4874,,Medicina Upb,2011,B
0124-7913,,Bitácora Urbano Territorial,2019,C
1012-7410,,Pasturas Tropicales,2007,C
1794-2489,,Tabula Rasa,2015,A2
1657-723X,,Audiología Hoy,2014,C
0123-1472,,Cuadernos De Contabilidad,2015,A2
1692-5777,,"Gist, Education And Learning Research Journal",2015,B
0121-7607,,Ambiente Y Desarrollo,2020,C
0120-3649,2011-219X,Theologica Xaveriana,2021,B
0120-0011,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2020,C
1909-9762,,Revista Ingeniería Biomédica,2016,B
0121-4705,,Análisis Político,2021,A1
1794-192X,,Revista Guillermo De Ockman,2020,B
2145-6194,,Revista Civilizar De Empresa Y Economía,2016,C
2027-8918,,Revista Biodiversidad Tropical,2016,C
0120-5609,,Ingeniería E Investigación,2015,A1
2216-0965,,Eafit Journal Of International Law,2014,C
1794-9998,,Diversitas : Perspectivas En Psicología,2015,A2
2145-132X,,Historelo : Revista De Historia Regional Y Local,2016,A2
0121-4004,,Vitae,2016,A1
2011-7531,,Salud Uninorte,2011,A2
0124-0064,2539-3596,Revista De Salud Pública,2021,C
0123-7799,2256-5337,Tecno Lógicas,2021,C
2011-3188,2215-969X,Dearquitectura,2021,C
0123-3475,,Revista Colombiana De Biotecnología,2012,A2
0120-0534,,Revista Latinoamericana De Psicología,2009,A1
0120-341X,,Revista Universidad Eafit,2009,C
0121-3261,,Investigación & Desarrollo,2009,B
0123-3475,,Revista Colombiana De Biotecnología,2004,C
0123-2126,,Ingeniería Y Universidad,2005,C
1657-7027,,Revista Gerencia Y Políticas De Salud,2006,C
0121-5132,,Revista De La Escuela Colombiana De Ingeniería,2005,C
0120-2812,,Acta Agronómica,2008,B
0120-0690,,Revista Colombiana De Ciencias Pecuarias,2008,A1
0121-4500,,Avances De Enfermería,2013,A2
0012-7353,,Dyna,2007,A2
0120-4483,,Ensayos Sobre Política Económica,2005,B
0122-0268,,Revista Mvz Córdoba,2009,A1
0121-246X,,Revista Facultad De Odontología,2009,B
0123-5583,,Actualizaciones En Enfermería,2005,C
0123-3475,,Revista Colombiana De Biotecnología,2005,C
1692-3901,,Economía Y Desarrollo,2004,C
1692-8415,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2008,C
1657-6772,,Revista De Investigación,2005,C
0120-3592,,Cuadernos De Administración,2006,A2
0120-2952,,Revista De La Facultad De Medicina Veterinaria Y De Zootecnia,2006,C
0121-4500,,Avances De Enfermería,2009,B
0041-9095,,Universitas Médica,2011,B
0121-1617,,Historia Crítica,2007,B
0121-5612,,Colombia Internacional,2004,C
0123-2126,,Ingeniería Y Universidad,2006,C
0120-1263,,Escritos,2012,B
0123-3033,,Ingeniería Y Competitividad,2008,A2
0122-1701,,Scientia Et Technica,2006,C
0121-750X,,Ingeniería,2013,C
0120-3584,,Desarrollo Y Sociedad,2009,A2
0120-2596,,Lecturas De Economía,2006,B
1657-3498,,Revista Institucional De La Universidad Tecnológica Del Chocó,2011,C
0124-7107,,Universidad Y Salud,2013,A2
0120-386X,,Revista Facultad Nacional De Salud Publica,2010,A2
0120-8845,,Revista Colombiana De Ortopedia Y Traumatología,2011,C
0120-3347,,Revista Colombiana De Anestesiología,2006,B
